Año,Clave del incendio,latitud_grados,latitud_minutos,latitud_segundos,Latitud,longitud_grados,longitud_minutos,longitud_segundos,Longitud,Clave Municipio,Estado,Municipio,CVE_ENT,CVE_MUN,CVEGEO,Región,Predio,Causa,Causa especifica,Fecha Inicio,Fecha Termino,Duración días,Tipo de incendio,Tipo Vegetación,Régimen de fuego,Tipo impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbáceo,Hojarasca,Total hectáreas,Tamaño,Detección,Llegada,Duración
2021,21-15-1034,19,30,55.1,19.515306,99,26,45.3,-99.44591667,46,México,Jilotzingo,15,46,15046,Centro,Bienes Comunales Santa Ana Jilotzingo / La Cañada del Capulin,Actividades ilícitas,Vandalismo,44292,44292,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.03125,0.128472222
2021,21-15-1035,19,3,54.41,19.065114,98,41,54.65,-98.69851389,15,México,Atlautla,15,15,15015,Centro,Ejido Ozumba / Las Cruces,Actividades ilícitas,Vandalismo,44292,44292,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,3,0,0,3,0 a 5 Hectáreas,0.003472222,0.034722222,0.159722222
2021,21-15-1036,19,3,59.41,19.066503,98,58,8.57,-98.96904722,50,México,Juchitepec,15,50,15050,Centro,Ejido Juchitepec / Tulatitla y La Quinta,Cazadores,Ninguna / No aplica,44292,44292,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,35,0,0,35,21 a 50 Hectáreas,0.003472222,0.072916667,0.340277778
2021,21-15-1037,19,29,8.9,19.485806,98,41,8.3,-98.68563889,93,México,Tepetlaoxtoc,15,93,15093,Centro,Ejido San Juan Totolapan / La Lámpara,Otras actividades productivas,Hornos de carbón,44292,44292,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,2,0,0,0,2,0 a 5 Hectáreas,0.003472222,0.055555556,0.125
2021,21-15-1038,19,24,2.38,19.400661,98,41,1.18,-98.68366111,39,México,Ixtapaluca,15,39,15039,Centro,Parque Nacional / El Llano,Actividades Pecuarias,Quema para pastoreo,44292,44292,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Moderado,0,5,14.9,70,0,89.9,51 a 100 Hectáreas,0.003472222,0.0625,0.611111111
2021,21-15-1039,20,1,27,20.024167,99,54,53,-99.91472222,1,México,Acambay de Ruíz Castañeda,15,1,15001,Centro,Ejido Ranchería de Muitejé / La Güila,Actividades Pecuarias,Quema para pastoreo,44293,44293,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.006944444,0.020833333,0.069444444
2021,21-15-1040,19,6,58.4,19.116222,98,44,14.3,-98.73730556,9,México,Amecameca,15,9,15009,Centro,Bienes Comunales Amecameca / Tomacoco,Actividades Agrícolas,Quema para preparación de siembra,44293,44293,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,2.5,4,0,6.5,6 a 10 Hectáreas,0.003472222,0.013888889,0.111111111
2021,21-15-1041,19,34,12.35,19.570097,99,6,37.54,-99.11042778,104,México,Tlalnepantla de Baz,15,104,15104,Centro,El Risco / Cañada San Ándres,Desconocidas,Ninguna / No aplica,44293,44293,1 Día,Superficial,Matorral Crasicaule,Otros,Impacto Mínimo,0,0,1.89,3,0,4.89,0 a 5 Hectáreas,0.001388889,0.022222222,0.932638889
2021,21-15-1042,19,28,9.26,19.469239,98,43,6.01,-98.71833611,99,México,Texcoco,15,99,15099,Centro,Ejido San Jerónimo Amanalco / La Loma ,Actividades ilícitas,Vandalismo,44292,44293,2 a 3 Días,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,14,10,0,24,21 a 50 Hectáreas,0.003472222,0.041666667,1.375
2021,21-15-1043,19,28,26.78,19.474106,98,44,9.85,-98.73606944,99,México,Texcoco,15,99,15099,Centro,Bienes Comunales Santa María Tecuanulco / Shacaltitla,Actividades Agrícolas,Quema para desmontar,44293,44293,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,8,0,8,6 a 10 Hectáreas,0.006944444,0.020833333,0.069444444
2021,21-15-1044,19,27,38.69,19.460747,99,22,44.2,-99.37894444,46,México,Jilotzingo,15,46,15046,Centro,Bienes Comunales San Luis Ayucan  / La Vaquería,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,3,0,0,3,0 a 5 Hectáreas,0.006944444,0.048611111,0.25
2021,21-15-1045,19,16,35.4,19.2765,100,10,52.7,-100.1813056,32,México,Donato Guerra,15,32,15032,Centro,Ejido San Lucas Texcaltitlán / La Huerta,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,1,4,0,0,5,0 a 5 Hectáreas,0.003472222,0.0625,0.194444444
2021,21-15-1046,19,21,19.3,19.355361,98,41,44.8,-98.69577778,39,México,Ixtapaluca,15,39,15039,Centro,Parque Nacional / Cruces Azules,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,5,0,5,0 a 5 Hectáreas,0.003472222,0.045138889,0.75
2021,21-15-1047,19,12,18.1,19.205028,100,10,52.8,-100.1813333,110,México,Valle de Bravo,15,110,15110,Centro,Ejido San Juan Atexcapan / La Boquilla,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.003472222,0.013888889,0.079861111
2021,21-15-1048,19,35,40.1,19.594472,99,23,17.4,-99.38816667,60,México,Nicolás Romero,15,60,15060,Centro,Trasfiguración / La Estancia ,Fumadores,Ninguna / No aplica,44294,44294,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,3,0,0,3,0 a 5 Hectáreas,0.003472222,0.024305556,0.152777778
2021,21-15-1049,19,22,25.6,19.373778,98,41,7.6,-98.68544444,39,México,Ixtapaluca,15,39,15039,Centro,Parque Nacional / El Arenal,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,4,0,0,4,0 a 5 Hectáreas,0.006944444,0.03125,0.211805556
2021,21-15-1050,18,57,43.8,18.962167,99,22,29.2,-99.37477778,63,México,Ocuilan,15,63,15063,Centro,Bienes Comunales Ocuilan / La Magueyera,Actividades ilícitas,Tala ilegal,44294,44294,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,10,0,0,10,6 a 10 Hectáreas,0.006944444,0.027777778,0.416666667
2021,21-15-1051,19,22,38.8,19.377444,98,40,10.2,-98.6695,39,México,Ixtapaluca,15,39,15039,Centro,Parque Nacional / Tlatel,Otras actividades productivas,Hornos de carbón,44294,44294,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,2.7,2.7,9,0,14.4,11 a 20 Hectáreas,0.003472222,0.0625,0.229166667
2021,21-15-1052,19,30,50.1,19.513917,99,26,48.2,-99.44672222,46,México,Jilotzingo,15,46,15046,Centro,Bienes Comunales Santa Ana Jilotzingo / La Cañada del Capulín,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.038194444,0.131944444
2021,21-15-1053,19,40,17.4,19.6715,100,8,22.4,-100.1395556,124,México,San José del Rincón,15,124,15124,Centro,Ejido Santa Cruz  / Barrio de las Tinajas,Actividades ilícitas,Vandalismo,44294,44294,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.013888889,0.055555556
2021,21-15-1054,19,35,19.82,19.588839,99,31,59.38,-99.53316111,47,México,Jiquipilco,15,47,15047,Centro,Bienes Comunales San Juan Jiquipilco  / Laguna Seca,Fumadores,Ninguna / No aplica,44294,44294,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Moderado,0,0,123,61,0,184,Mayor a 100 Hectáreas,0.003472222,0.0625,0.243055556
2021,21-15-1055,19,14,20.76,19.2391,100,7,16.79,-100.1213306,110,México,Valle de Bravo,15,110,15110,Centro,Ejido San Francisco Mihualtepec / Las Rositas,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.006944444,0.041666667,0.118055556
2021,21-15-1056,19,14,38.5,19.244028,100,7,32.4,-100.1256667,110,México,Valle de Bravo,15,110,15110,Centro,Ejido de San Antonio de la Laguna / La Rosca,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,5,1,0,6,6 a 10 Hectáreas,0.003472222,0.010416667,0.135416667
2021,21-15-1057,19,15,3,19.250833,100,7,28.5,-100.1245833,110,México,Valle de Bravo,15,110,15110,Centro,Señor Enrique / La Cabaña,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.006944444,0.065972222
2021,21-15-1058,19,7,48.4,19.130111,98,56,15.6,-98.93766667,50,México,Juchitepec,15,50,15050,Centro,Ejido Ayotzingo / Cerro de las Tres Cruces,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,0,1,0,1,0 a 5 Hectáreas,0.006944444,0.020833333,0.131944444
2021,21-15-1059,19,41,33.64,19.692678,100,15,30.34,-100.2584278,124,México,San José del Rincón,15,124,15124,Centro,Ejido San Jerónimo Pilitas / El Lindero,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.006944444,0.038194444,0.125
2021,21-15-1060,19,43,27.7,19.724361,99,32,39.6,-99.54433333,112,México,Villa del Carbón,15,112,15112,Centro,Alfonso Miranda / El Zacatonal,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,1.5,0,0,1.5,0 a 5 Hectáreas,0.003472222,0.020833333,0.090277778
2021,21-15-1061,19,5,26.1,19.090583,98,50,59,-98.84972222,50,México,Juchitepec,15,50,15050,Centro,Bienes Comunales Cuijingo / Cerro Loyolo,Actividades Agrícolas,Quema para preparación de siembra,44295,44295,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.003472222,0.038194444,0.138888889
2021,21-15-1062,19,17,11.95,19.286653,100,7,25.02,-100.1236167,32,México,Donato Guerra,15,32,15032,Centro,Ejido San Francisco Mihualtepec / Las Lajas,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.003472222,0.017361111,0.0625
2021,21-15-1063,20,0,9,20.0025,99,59,6,-99.985,1,México,Acambay de Ruíz Castañeda,15,1,15001,Centro,Ejido Rancheria de Agostadero / La Rinconada,Otras actividades productivas,Industria,44295,44295,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.013888889,0.048611111,0.263888889
2021,21-15-1064,19,19,41.9,19.328306,98,42,44,-98.71222222,39,México,Ixtapaluca,15,39,15039,Centro,Ejido Rio Frio / Vaquería Cipriano ,Actividades ilícitas,Vandalismo,44295,44295,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,8,0,0,8,6 a 10 Hectáreas,0.003472222,0.024305556,0.197916667
2021,21-15-1065,19,55,19.42,19.922061,99,28,50.41,-99.48066944,45,México,Jilotepec,15,45,15045,Centro,Bienes Comunales Santa Cruz Dexcani El Alto / La Brujería ,Fogatas,Fogatas de paseantes,44296,44296,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.006944444,0.069444444,0.236111111
2021,21-15-1066,19,36,20.8,19.605778,100,11,6.8,-100.1852222,124,México,San José del Rincón,15,124,15124,Centro,Ejido La Esperanza / Barranca Honda,Actividades Pecuarias,Quema para pastoreo,44296,44296,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.006944444,0.020833333,0.076388889
2021,21-15-1067,19,27,59.8,19.466611,99,20,17,-99.33805556,57,México,Naucalpan de Juárez,15,57,15057,Centro,Ejido Santiago Teplataxco / Cruz de Encino ,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.006944444,0.006944444,0.086805556
2021,21-15-1068,18,44,38.6,18.744056,100,11,12.1,-100.1866944,8,México,Amatepec,15,8,15008,Centro,Bienes Comunales San Simón / El Coyol ,Actividades Agrícolas,Quema para preparación de siembra,44295,44296,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,52,0,0,52,51 a 100 Hectáreas,0.006944444,0.041666667,0.958333333
2021,21-15-1069,18,59,59.2,18.999778,99,55,9.8,-99.91938889,86,México,Temascaltepec,15,86,15086,Centro,Ejido Cieneguillas de Labra / Desviación del Jabalí,Fogatas,Otras,44296,44296,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,1,1,1,0,3,0 a 5 Hectáreas,0.006944444,0.027777778,0.107638889
2021,21-15-1070,19,36,20.7,19.60575,99,22,16.9,-99.37136111,60,México,Nicolás Romero,15,60,15060,Centro,Cahuacan / Desconocido ,Actividades Pecuarias,Quema para pastoreo,44296,44296,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.006944444,0.034722222,0.166666667
2021,21-15-1071,19,50,20.3,19.838972,99,42,24.1,-99.70669444,56,México,Morelos,15,56,15056,Centro,Ejido San Antonio Yondeje / La Laguna ,Fogatas,Fogatas de paseantes,44296,44296,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0.5,1,0,0,1.5,0 a 5 Hectáreas,0.003472222,0.041666667,0.076388889
2021,21-15-1072,19,40,55.9,19.682194,99,32,18.6,-99.5385,112,México,Villa del Carbón,15,112,15112,Centro,Ejido San Jerónimo Zacapexco / La Loma ,Fogatas,Fogatas de paseantes,44296,44296,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.069444444,0.152777778
2021,21-15-1073,19,20,27.56,19.340989,100,7,44.22,-100.12895,32,México,Donato Guerra,15,32,15032,Centro,Arturo Ortega / Cañada Fresca ,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0.5,3,0,0,3.5,0 a 5 Hectáreas,0.003472222,0.020833333,0.097222222
2021,21-15-1074,18,57,40.2,18.961167,99,30,19.6,-99.50544444,52,México,Malinalco,15,52,15052,Centro,Particular / Rincón de San Juan,Actividades Agrícolas,Quema para preparación de siembra,44296,44296,1 Día,Superficial,Bosque de Táscate,Sensible,Impacto Mínimo,0,0,3,2,0,5,0 a 5 Hectáreas,0.006944444,0.020833333,0.166666667
2021,21-15-1075,18,57,43.15,18.961986,99,20,9.67,-99.33601944,63,México,Ocuilan,15,63,15063,Centro,Bienes Comunales Ocuilan / La Hierbabuena ,Otras actividades productivas,Hornos de carbón,44296,44296,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,6,0,0,6,6 a 10 Hectáreas,0.006944444,0.041666667,0.277777778
2021,21-15-1076,19,34,16.1,19.571139,100,10,44.9,-100.1791389,124,México,San José del Rincón,15,124,15124,Centro,Ejido La Mesa / La Barrancota,Actividades Agrícolas,Quema para preparación de siembra,44296,44296,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0.5,0.5,0,0,1,0 a 5 Hectáreas,0.006944444,0.034722222,0.131944444
2021,21-15-1077,19,38,6.1,19.635028,100,10,53.9,-100.1816389,124,México,San José del Rincón,15,124,15124,Centro,Particular / El Río ,Otras actividades productivas,Industria,44296,44296,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,2,4,2,0,8,6 a 10 Hectáreas,0.003472222,0.027777778,0.1875
2021,21-15-1078,19,6,39.5,19.110972,100,2,43.7,-100.0454722,86,México,Temascaltepec,15,86,15086,Centro,Ejido San Lucas del Pulque / La Pedrera,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,2,1,0,3,0 a 5 Hectáreas,0.003472222,0.048611111,0.274305556
2021,21-15-1079,19,36,23.9,19.606639,99,24,2.6,-99.40072222,60,México,Nicolás Romero,15,60,15060,Centro,Ejido Cahuacan / Chapultepec,Actividades Agrícolas,Quema para preparación de siembra,44296,44296,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,0,5,0,5,0 a 5 Hectáreas,0.003472222,0.045138889,0.170138889
2021,21-15-1080,18,52,28.04,18.874456,100,6,45.29,-100.1125806,82,México,Tejupilco,15,82,15082,Centro,Bienes Comunales San Andres Ocotepec / La Labor de Zaragoza,Actividades Agrícolas,Quema para preparación de siembra,44296,44296,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,2,3,0,5,0 a 5 Hectáreas,0.006944444,0.027777778,0.159722222
2021,21-15-1081,19,11,55.8,19.198833,99,58,49.7,-99.98047222,7,México,Amanalco,15,7,15007,Centro,Ejido San Miguel Tenextepec / Potrero de la Cruz,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,3,0,0,3,0 a 5 Hectáreas,0.003472222,0.048611111,0.128472222
2021,21-15-1082,19,20,58.3,19.349528,100,5,32.5,-100.0923611,111,México,Villa de Allende,15,111,15111,Centro,Rancho Los Vega / El Canal ,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.006944444,0.104166667,0.173611111
2021,21-15-1083,19,11,38.03,19.193897,100,10,32.15,-100.1755972,110,México,Valle de Bravo,15,110,15110,Centro,Ejido Nuevo San Juan Atezcapan / La Boquilla ,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Moderado,0,8,10,10,0,28,21 a 50 Hectáreas,0.006944444,0.041666667,0.229166667
2021,21-15-1084,20,0,6.6,20.001833,99,58,46.49,-99.97958056,1,México,Acambay de Ruíz Castañeda,15,1,15001,Centro,Ejido Agostadero / Las Jaritas Blancas,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,3,0,0,3,0 a 5 Hectáreas,0.003472222,0.059027778,0.295138889
2021,21-15-1085,18,59,52.6,18.997944,99,36,5.2,-99.60144444,88,México,Tenancingo,15,88,15088,Centro,Ejido San Francisco Zarco / La Pora ,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.003472222,0.013888889,0.104166667
2021,21-15-1086,19,30,10.1,19.502806,98,44,9.2,-98.73588889,99,México,Texcoco,15,99,15099,Centro,Bienes Comunales San Jerónimo Amanalco / Tepehuexoyoc,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.034722222,0.069444444
2021,21-15-1087,19,29,46.1,19.496139,98,42,58.2,-98.71616667,99,México,Texcoco,15,99,15099,Centro,Bienes Comunales San Jerónimo Amanalco / Tlacuylac,Actividades ilícitas,Vandalismo,44296,44296,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,7.2,0,0,0,7.2,6 a 10 Hectáreas,0.003472222,0.013888889,0.166666667
2021,21-15-1088,19,22,5,19.368056,100,11,20.7,-100.1890833,111,México,Villa de Allende,15,111,15111,Centro,Ejido San Pablo Malacatepec / Mesita ,Actividades Agrícolas,Quema para preparación de siembra,44296,44297,2 a 3 Días,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,11,0,0,11,11 a 20 Hectáreas,0.003472222,0.027777778,0.819444444
2021,21-15-1089,19,38,32.4,19.642333,100,3,49.4,-100.0637222,74,México,San Felipe del Progreso,15,74,15074,Centro,Mario Guzman Sánchez / Rancho La Loma ,Actividades Pecuarias,Quema para pastoreo,44297,44297,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0.5,1,1,0,2.5,0 a 5 Hectáreas,0.024305556,0.024305556,0.09375
2021,21-15-1090,19,2,19.9,19.038861,99,38,10.8,-99.63633333,90,México,Tenango del Valle,15,90,15090,Centro,Bienes Comunales Santa Cecilia / La Ocotalera ,Actividades Pecuarias,Quema para pastoreo,44297,44297,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,6,0,0,6,6 a 10 Hectáreas,0.006944444,0.006944444,0.114583333
2021,21-15-1091,18,57,57.9,18.966083,99,18,50.7,-99.31408333,63,México,Ocuilan,15,63,15063,Centro,Bienes Comunales Ocuilan / Peña Recortada ,Otras actividades productivas,Hornos de carbón,44297,44297,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.006944444,0.020833333,0.236111111
2021,21-15-1092,18,59,39.4,18.994278,99,20,29.3,-99.34147222,63,México,Ocuilan,15,63,15063,Centro,Bienes Comunales San Juan Atzingo / El Temazcal,Actividades Agrícolas,Quema para desmontar,44297,44297,1 Día,Superficial,Bosque Mesófilo de Montaña,Sensible,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.006944444,0.013888889,0.055555556
2021,21-15-1093,19,35,52.3,19.597861,99,26,4,-99.43444444,60,México,Nicolás Romero,15,60,15060,Centro,Ejido Transfiguración / Iglesia Vieja,Actividades ilícitas,Vandalismo,44297,44297,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,4,0,0,4,0 a 5 Hectáreas,0.003472222,0.020833333,0.173611111
2021,21-15-1094,19,9,13.86,19.15385,100,0,39.79,-100.0110528,110,México,Valle de Bravo,15,110,15110,Centro,Los Saucos / El Deposito,Actividades ilícitas,Vandalismo,44297,44297,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.006944444,0.034722222,0.104166667
2021,21-15-1095,20,2,3,20.034167,99,56,18,-99.93833333,1,México,Acambay de Ruíz Castañeda,15,1,15001,Centro,Ejido Rancheria de Muiteje/ Loma de las Peñas ,Fogatas,Fogatas de paseantes,44297,44297,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.027777778,0.1875
2021,21-15-1096,20,1,28,20.024444,99,53,46,-99.89611111,3,México,Aculco,15,3,15003,Centro,Particular / Los Chinos,Fogatas,Fogatas de paseantes,44297,44297,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,2,0,0,2,0 a 5 Hectáreas,0.003472222,0.038194444,0.114583333
2021,21-15-1097,19,16,18.96,19.271933,100,4,36.09,-100.0766917,32,México,Donato Guerra,15,32,15032,Centro,Bienes Comunales San Simón de la Laguna / Cerro del Tigre,Actividades ilícitas,Vandalismo,44297,44297,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,1,2,0,0,3,0 a 5 Hectáreas,0.003472222,0.013888889,0.069444444
2021,21-15-1098,19,11,9.3,19.185917,98,47,0.7,-98.78352778,103,México,Tlalmanalco,15,103,15103,Centro,Ejido San Juan Atzacualoya / Las Vías ,Actividades ilícitas,Vandalismo,44297,44297,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,4.6,0,0,4.6,0 a 5 Hectáreas,0.003472222,0.020833333,0.083333333
2021,21-15-1099,19,58,40.87,19.978019,100,7,30.63,-100.125175,85,México,Temascalcingo,15,85,15085,Centro,Ejido San José Ixtapan  / El Arrastradero ,Actividades Agrícolas,Quema para desmontar,44297,44297,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,3,0,0,3,0 a 5 Hectáreas,0.003472222,0.055555556,0.368055556
2021,21-15-1100,19,31,24,19.523333,99,30,39.1,-99.51086111,87,México,Temoaya,15,87,15087,Centro,Santiago Temoaya / Desconocido,Cazadores,Ninguna / No aplica,44297,44297,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Moderado,0,0,16,0,0,16,11 a 20 Hectáreas,0.003472222,0.055555556,0.246527778
2021,21-15-1101,19,13,19.54,19.222094,98,45,11.4,-98.75316667,103,México,Tlalmanalco,15,103,15103,Centro,Ejido Tlalmanalco / Tierra Amarilla,Actividades ilícitas,Vandalismo,44298,44298,1 Día,Superficial,Bosque de Oyamel,Sensible,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.003472222,0.03125,0.111111111
2021,21-15-1102,19,5,42,19.095,100,8,13,-100.1369444,110,México,Valle de Bravo,15,110,15110,Centro,El Manzano / La Loma,Actividades ilícitas,Vandalismo,44298,44298,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,1,0,0,1,0 a 5 Hectáreas,0.006944444,0.041666667,0.118055556
2021,21-15-1103,18,58,12.1,18.970028,99,18,45,-99.3125,63,México,Ocuilan,15,63,15063,Centro,Bienes Comunales Ocuilan / Tlaltempa,Actividades Agrícolas,Quema para desmontar,44298,44298,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,8,0,0,8,6 a 10 Hectáreas,0.006944444,0.041666667,0.215277778
2021,21-15-1104,19,9,57.03,19.165842,99,59,4.55,-99.98459722,110,México,Valle de Bravo,15,110,15110,Centro,Rogelio Sánchez / Las Palmas,Actividades ilícitas,Vandalismo,44298,44298,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,0.5,0,0,0.5,0 a 5 Hectáreas,0.003472222,0.024305556,0.055555556
2021,21-15-1105,19,11,32.6,19.192389,100,4,47.7,-100.0799167,110,México,Valle de Bravo,15,110,15110,Centro,Ejido Acatitlán / El Llano,Actividades ilícitas,Vandalismo,44298,44298,1 Día,Superficial,Bosque de Pino,Adaptado,Impacto Mínimo,0,0,3,0.5,0,3.5,0 a 5 Hectáreas,0.003472222,0.027777778,0.111111111
2021,21-15-1106,19,30,8.9,19.502472,98,44,13.5,-98.73708333,99,México,Texcoco,15,99,15099,Centro,Bienes Comunales San Jerónimo Amanalco / Tepehuexoyoc,Actividades ilícitas,Vandalismo,44298,44298,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,0,3,0,3,0 a 5 Hectáreas,0.003472222,0.090277778,0.270833333
